Site,Partition,Syn,Nonsyn,&beta;-&alpha;,Prob[&alpha;>&beta;],Prob[&alpha;<&beta;],BayesFactor[&alpha;<&beta;],PSRF,Neff
2088,1,0.328,0.014,-0.314,0.865,0.055,0.763,1.006,238.375
2089,1,7.118,0.096,-7.022,1,0,0,1.006,233.147
2090,1,1.43,0.01,-1.419,1,0,0,1.075,34.905
2091,1,0.246,0.012,-0.234,0.85,0.057,0.784,1.006,230.923
2092,1,5.702,0.014,-5.688,1,0,0,1.011,158.998
2093,1,1.757,1.215,-0.542,0.471,0.381,8.036,1.021,100.22
2094,1,1.196,0.142,-1.054,0.992,0.004,0.052,1.066,38.941
2095,1,2.836,7.123,4.287,0,0.981,675.886,1.007,213.982
2096,1,0.635,0.146,-0.489,0.877,0.059,0.817,1.009,179.577
2097,1,0.958,0.014,-0.944,0.998,0,0.006,1.011,156.117
2098,1,1.431,0.31,-1.121,0.986,0.008,0.11,1.046,52.949
2099,1,0.461,0.172,-0.29,0.763,0.132,1.993,1.007,217.496
2100,1,0.952,0.011,-0.941,0.999,0,0.002,1.015,129.932
2101,1,2.852,0.015,-2.837,1,0,0,1.028,79.986
2102,1,2.828,0.09,-2.738,1,0,0,1.041,57.577
2103,1,0.958,0.009,-0.949,0.999,0,0.002,1.009,178.003
2104,1,7.062,0.015,-7.047,1,0,0,1.006,221.035
2105,1,22.11,0.386,-21.724,0.996,0.003,0.038,1.051,47.881
2106,1,2.811,0.012,-2.799,1,0,0,1.022,94.763
2107,1,0.79,1.232,0.442,0.022,0.855,77.36,1.011,155.617
2108,1,1.104,0.012,-1.092,1,0,0.001,1.038,62.108
2109,1,2.817,1.188,-1.629,1,0,0,1.009,181.081
2110,1,3.975,0.11,-3.866,1,0,0,1.005,248.097
2111,1,2.938,0.114,-2.825,1,0,0,1.009,184.936
2112,1,0.681,0.219,-0.463,0.873,0.081,1.149,1.031,73.383
2113,1,6.781,0.011,-6.77,1,0,0,1.012,146.413
2114,1,2.818,0.015,-2.803,1,0,0,1.033,69.226
2115,1,2.136,0.022,-2.114,1,0,0,1.069,37.619
2116,1,1.226,0.009,-1.217,1,0,0,1.069,37.505
2117,1,1.758,0.01,-1.748,1,0,0,1.06,42.304
2118,1,2.401,1.156,-1.245,0.84,0.076,1.078,1.026,83.115
2119,1,1.019,0.009,-1.009,1,0,0,1.022,97.449
2120,1,2.689,0.016,-2.674,1,0,0,1.032,71.403
2121,1,1.263,0.007,-1.256,1,0,0,1.076,34.495
2122,1,1.701,0.008,-1.693,1,0,0,1.075,34.73
2123,1,1.152,0.008,-1.144,1,0,0,1.086,31.239
2124,1,1.277,0.011,-1.266,1,0,0,1.082,32.397
2125,1,3.195,0.947,-2.247,1,0,0,1.009,184.625
2126,1,1.631,0.012,-1.619,1,0,0,1.084,31.683
2127,1,0.953,0.014,-0.939,0.998,0,0.006,1.011,156.164
2128,1,0.953,0.01,-0.942,0.999,0,0.003,1.009,175.445
2129,1,0.608,0.013,-0.595,0.994,0.001,0.014,1.009,176.617
2130,1,2.815,0.493,-2.322,1,0,0,1.008,193.421
2131,1,2.744,0.015,-2.729,1,0,0,1.022,97.41
2132,1,0.989,0.011,-0.978,0.999,0,0.003,1.009,175.282
2133,1,2.815,1.248,-1.567,0.985,0,0,1.021,99.623
2134,1,1.178,0.011,-1.168,1,0,0.001,1.017,119.322
2135,1,1.018,0.009,-1.009,1,0,0,1.022,97.516
2136,1,2.662,0.262,-2.4,1,0,0,1.015,128.1
2137,1,0.414,0.01,-0.404,0.984,0.002,0.027,1.006,221.719
2138,1,0.32,0.135,-0.185,0.512,0.362,7.409,1.002,339.027
2139,1,2.45,0.012,-2.438,1,0,0,1.067,38.372
2140,1,1.017,0.016,-1.002,1,0,0.001,1.105,26.357
2141,1,6.844,0.111,-6.733,1,0,0,1.006,233.886
2142,1,2.966,0.02,-2.946,1,0,0,1.01,165.655
2143,1,3.028,2.816,-0.212,0.05,0.001,0.015,1.019,108.773
2144,1,2.797,0.097,-2.699,1,0,0,1.054,46.241
2145,1,6.864,0.011,-6.853,1,0,0,1.007,217.2
2146,1,2.804,0.788,-2.016,0.999,0,0.001,1.009,175.867
2147,1,7.128,0.009,-7.119,1,0,0,1.007,208.626
2148,1,1.486,0.669,-0.817,0.889,0.054,0.746,1.016,121.304
2149,1,3.429,0.014,-3.415,1,0,0,1.01,168.421
2150,1,1.593,0.014,-1.579,1,0,0,1.037,63.007
2151,1,1.253,0.106,-1.147,1,0,0,1.072,35.914
2152,1,0.899,0.948,0.049,0.328,0.523,14.368,1.017,116.48
2153,1,5.392,3.139,-2.252,0.537,0.014,0.191,1.012,149.184
2154,1,1.25,0.104,-1.146,0.999,0,0.003,1.078,33.869
2155,1,0.627,0.198,-0.429,0.826,0.108,1.581,1.011,157.671
2156,1,2.957,0.09,-2.867,1,0,0,1.026,82.747
2157,1,1.666,0.014,-1.652,1,0,0,1.078,33.91
2158,1,1.388,0.009,-1.379,1,0,0,1.026,83.551
2159,1,2.026,0.019,-2.007,1,0,0,1.024,88.564
2160,1,2.817,0.019,-2.797,1,0,0,1.006,220.697
2161,1,1.152,0.008,-1.144,1,0,0,1.093,29.311
2162,1,0.413,0.01,-0.403,0.984,0.002,0.027,1.006,221.894
2163,1,7.06,0.013,-7.046,1,0,0,1.01,174.145
2164,1,2.79,0.013,-2.777,1,0,0,1.036,63.825
2165,1,2.831,0.016,-2.814,1,0,0,1.019,107.627
2166,1,1.412,0.009,-1.402,1,0,0,1.027,80.631
2167,1,7.127,0.098,-7.029,1,0,0,1.007,219.722
2168,1,2.207,0.415,-1.793,0.991,0.005,0.064,1.029,77.193
2169,1,2.587,1.168,-1.419,0.915,0.026,0.349,1.025,85.954
2170,1,1.16,0.139,-1.021,0.993,0.004,0.048,1.061,41.572
2171,1,2.818,1.163,-1.655,0.998,0,0,1.013,143.236
2172,1,1.81,0.116,-1.694,1,0,0.001,1.108,25.898
2173,1,1.018,0.009,-1.009,1,0,0,1.019,107.146
2174,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
2175,1,1.564,0.009,-1.555,1,0,0,1.088,30.568
2176,1,2.048,0.112,-1.936,1,0,0,1.027,80.679
2177,1,2.776,0.016,-2.759,1,0,0,1.019,107.465
2178,1,1.229,0.009,-1.221,1,0,0,1.062,40.743
2179,1,3.485,0.012,-3.473,1,0,0,1.02,102.402
2180,1,2.868,0.015,-2.853,1,0,0,1.007,214.975
2181,1,1.977,0.277,-1.7,0.987,0.009,0.113,1.039,60.582
2182,1,2.815,0.012,-2.803,1,0,0,1.022,97.212
2183,1,2.811,0.124,-2.687,1,0,0,1.013,144.266
2184,1,6.254,0.099,-6.156,1,0,0,1.018,111.783
2185,1,4.48,1.006,-3.473,1,0,0,1.01,167.9
2186,1,2.662,0.014,-2.647,1,0,0,1.029,76.793
2187,1,2.825,2.815,-0.01,0.005,0.007,0.094,1.017,115.002
2188,1,6.427,0.012,-6.415,1,0,0,1.01,167.376
2189,1,2.705,0.014,-2.69,1,0,0,1.081,32.753
2190,1,7.089,0.016,-7.073,1,0,0,1.007,217.682
2191,1,3.97,0.125,-3.845,1,0,0,1.009,176.168
2192,1,7.11,0.012,-7.099,1,0,0,1.007,203.604
2193,1,2.832,0.019,-2.813,1,0,0,1.008,191.839
2194,1,7.125,0.01,-7.115,1,0,0,1.005,241.64
2195,1,1.449,0.098,-1.351,1,0,0,1.098,27.888
2196,1,7.119,0.01,-7.109,1,0,0,1.006,228.562
2197,1,2.232,0.011,-2.221,1,0,0,1.026,83.752
2198,1,6.392,7.125,0.733,0,0.17,2.684,1.004,282.635
2199,1,2.67,0.014,-2.655,1,0,0,1.051,47.887
2200,1,1.234,0.135,-1.099,0.998,0.001,0.011,1.112,25.068
2201,1,2.957,0.013,-2.944,1,0,0,1.023,91.784
2202,1,2.577,0.012,-2.564,1,0,0,1.103,26.866
2203,1,2.771,0.015,-2.757,1,0,0,1.024,90.08
2204,1,2.542,0.013,-2.529,1,0,0,1.08,33.049
2205,1,6.914,0.133,-6.78,1,0,0,1.009,175.38
2206,1,1.137,0.014,-1.122,1,0,0,1.075,34.741
2207,1,7.082,0.01,-7.073,1,0,0,1.006,220.486
2208,1,2.679,0.092,-2.588,1,0,0,1.017,119.333
2209,1,1.107,0.65,-0.457,0.842,0.092,1.324,1.023,93.179
2210,1,1.274,0.008,-1.266,1,0,0,1.07,36.816
2211,1,1.063,0.18,-0.883,0.993,0.004,0.046,1.113,24.906
2212,1,2.563,0.474,-2.089,0.994,0.003,0.039,1.018,113.933
2213,1,1.562,0.135,-1.427,1,0,0,1.055,44.921
2214,1,1.072,0.424,-0.648,0.971,0.015,0.2,1.026,84.821
2215,1,1.925,0.131,-1.794,1,0,0.001,1.087,30.704
2216,1,5.851,1.063,-4.788,1,0,0,1.007,206.619
2217,1,3.29,2.815,-0.475,0.11,0,0,1.009,184.489
2218,1,2.604,0.457,-2.147,0.998,0.001,0.009,1.01,164.611
2219,1,2.803,0.49,-2.313,1,0,0,1.014,136.582
2220,1,0.77,1.007,0.237,0.182,0.693,29.523,1.011,155.302
2221,1,0.808,0.1,-0.708,0.99,0.003,0.042,1.014,133.912
2222,1,1.17,0.101,-1.07,1,0,0,1.079,33.449
2223,1,5.533,0.014,-5.519,1,0,0,1.011,159.07
2224,1,2.629,0.434,-2.195,0.999,0,0.005,1.011,162.654
2225,1,2.57,0.099,-2.471,1,0,0,1.086,31.105
2226,1,1.228,0.008,-1.22,1,0,0,1.058,43.11
2227,1,0.853,1.037,0.184,0.202,0.692,29.37,1.013,144.119
2228,1,7.697,1.583,-6.114,1,0,0,1.007,219.804
2229,1,3.031,0.202,-2.829,1,0,0,1.005,260.229
2230,1,2.513,0.515,-1.998,0.994,0.003,0.036,1.008,191.389
2231,1,0.612,0.01,-0.602,0.996,0.001,0.007,1.01,175.056
2232,1,2.815,0.02,-2.795,1,0,0,1.007,215.78
2233,1,2.631,0.124,-2.507,0.947,0.037,0.502,1.002,346.858
2234,1,5.596,1.558,-4.038,0.941,0,0,1.012,150.12
2235,1,2.108,1.68,-0.427,0.469,0.268,4.78,1.033,68.554
2236,1,2.674,0.236,-2.438,1,0,0.001,1.037,62.838
2237,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
2238,1,0.771,0.279,-0.492,0.88,0.082,1.174,1.061,41.525
2239,1,3.114,1.041,-2.074,1,0,0,1.008,197.021
2240,1,2.468,0.457,-2.012,0.996,0.002,0.022,1.013,145.189
2241,1,1.35,0.117,-1.233,1,0,0.002,1.115,24.505
2242,1,0.801,0.13,-0.671,0.979,0.009,0.12,1.028,78.496
2243,1,0.257,0.012,-0.245,0.853,0.056,0.781,1.006,232.355
2244,1,1.172,0.009,-1.163,1,0,0,1.079,33.318
2245,1,1.427,0.013,-1.414,1,0,0,1.024,88.105
2246,1,2.77,0.013,-2.756,1,0,0,1.027,82.108
2247,1,1.935,0.105,-1.83,1,0,0.003,1.088,30.584
2248,1,0.759,0.443,-0.315,0.733,0.205,3.371,1.039,59.874
2249,1,2.658,0.013,-2.645,1,0,0,1.053,46.622
2250,1,2.491,0.091,-2.4,1,0,0,1.098,27.852
2251,1,1.691,0.011,-1.68,1,0,0,1.059,42.87
2252,1,0.744,2.314,1.569,0.001,0.973,479.618,1.008,200.626
2253,1,1.957,0.115,-1.842,1,0,0,1.018,111.38
2254,1,2.555,0.016,-2.54,1,0,0,1.059,42.388
2255,1,3.124,0.162,-2.962,1,0,0,1.01,164.271
2256,1,2.802,0.083,-2.719,1,0,0,1.051,48.027
2257,1,0.766,0.813,0.047,0.384,0.501,13.161,1.024,88.608
2258,1,2.7,0.013,-2.687,1,0,0,1.092,29.412
2259,1,2.29,0.319,-1.971,1,0,0,1.014,132.601
2260,1,2.685,0.54,-2.146,0.996,0.001,0.019,1.007,216.446
2261,1,4.207,0.509,-3.698,1,0,0,1.012,154.307
2262,1,2.687,1.2,-1.487,0.939,0.024,0.315,1.028,78.956
2263,1,0.34,0.542,0.202,0.232,0.717,33.124,1.028,79.45
2264,1,1.316,0.011,-1.305,1,0,0,1.041,57.74
2265,1,2.694,0.655,-2.039,0.993,0.002,0.029,1.009,179.541
2266,1,0.2,0.014,-0.185,0.818,0.075,1.064,1.007,217.523
2267,1,1.418,0.013,-1.406,1,0,0,1.024,88.394
2268,1,1.677,1.094,-0.583,0.572,0.233,3.973,1.026,84.589
2269,1,1.02,0.009,-1.011,1,0,0,1.019,107.035
2270,1,2.819,0.365,-2.454,1,0,0,1.011,157.627
2271,1,2.822,1.212,-1.609,0.998,0,0,1.015,128.445
2272,1,2.786,0.125,-2.661,1,0,0,1.015,126.453
2273,1,7.122,0.013,-7.11,1,0,0,1.006,232.657
2274,1,7.127,0.103,-7.024,1,0,0,1.006,232.453
2275,1,0.283,0.016,-0.268,0.975,0.006,0.075,1.006,225.529
2276,1,2.749,1.013,-1.736,0.987,0.003,0.041,1.017,115.562
2277,1,4.565,0.648,-3.917,1,0,0,1.014,133.235
2278,1,1.24,0.288,-0.952,0.999,0.001,0.007,1.018,114.206
2279,1,0.181,0.106,-0.075,0.384,0.45,10.707,1.004,289.593
2280,1,2.803,2.542,-0.26,0.171,0.007,0.088,1.016,123.395
2281,1,7.156,0.009,-7.147,1,0,0,1.005,246.118
2282,1,7.056,7.122,0.066,0.001,0.016,0.213,1.003,308.139
2283,1,2.763,2.815,0.052,0.001,0.034,0.467,1.021,100.24
2284,1,2.225,0.013,-2.212,1,0,0,1.073,35.755
2285,1,2.519,0.019,-2.5,1,0,0,1.014,131.759
2286,1,1.898,0.01,-1.887,1,0,0,1.089,30.398
2287,1,2.815,2.815,0,0,0,0,1.009,180.305
2288,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
2289,1,6.689,0.012,-6.677,1,0,0,1.007,209.666
2290,1,2.781,0.144,-2.637,1,0,0,1.02,103.635
2291,1,2.072,0.011,-2.06,1,0,0,1.082,32.487
2292,1,2.736,0.096,-2.64,1,0,0,1.036,64.973
2293,1,7.117,0.012,-7.105,1,0,0,1.006,233.731
2294,1,2.798,0.014,-2.784,1,0,0,1.048,50.733
2295,1,0.334,0.009,-0.325,0.983,0.002,0.025,1.006,230.467
2296,1,0.964,0.009,-0.954,0.999,0,0.002,1.009,177.364
2297,1,2.815,0.02,-2.794,1,0,0,1.008,188.226
2298,1,6.66,7.12,0.46,0.001,0.108,1.583,1.004,292.525
2299,1,2.302,0.101,-2.201,1,0,0.001,1.098,27.854
2300,1,2.672,0.783,-1.889,0.987,0.005,0.065,1.004,266.516
2301,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
2302,1,2.828,0.176,-2.652,1,0,0,1.01,168.828
2303,1,7.236,0.376,-6.861,1,0,0,1.005,254.645
2304,1,2.816,0.087,-2.729,1,0,0,1.014,136.506
2305,1,0.453,0.35,-0.104,0.529,0.38,8.001,1.012,152.159
2306,1,2.782,0.015,-2.767,1,0,0,1.041,57.262
2307,1,2.815,0.133,-2.682,1,0,0,1.011,162.651
2308,1,0.554,0.011,-0.544,0.997,0,0.006,1.011,158.467
2309,1,2.669,0.088,-2.582,1,0,0,1.02,103.543
2310,1,2.824,0.372,-2.452,1,0,0,1.013,139.626
2311,1,0.335,0.01,-0.326,0.981,0.002,0.03,1.006,234.104
2312,1,1.2,0.193,-1.007,0.999,0,0.003,1.05,48.68
2313,1,2.494,0.017,-2.477,1,0,0,1.042,56.819
2314,1,6.959,0.012,-6.947,1,0,0,1.009,186.543
2315,1,2.846,0.087,-2.759,1,0,0,1.018,111.635
2316,1,1.192,0.008,-1.184,1,0,0,1.077,34.295
2317,1,1.307,0.009,-1.298,1,0,0,1.084,31.73
2318,1,0.901,0.139,-0.762,0.996,0.002,0.023,1.103,26.928
2319,1,2.793,1.208,-1.584,0.989,0.001,0.014,1.018,113.68
2320,1,5.481,7.125,1.644,0,0.381,8.064,1.005,254.385
2321,1,7.167,1.141,-6.026,1,0,0,1.007,207.393
2322,1,0.47,0.203,-0.267,0.844,0.093,1.336,1.045,53.836
2323,1,1.195,0.008,-1.186,1,0,0,1.074,35.42
2324,1,4.893,0.295,-4.598,1,0,0,1.008,196.574
2325,1,0.946,0.01,-0.936,1,0,0,1.092,29.438
2326,1,3.058,0.013,-3.045,1,0,0,1.034,67.993
2327,1,2.805,0.013,-2.792,1,0,0,1.022,94.521
2328,1,4.133,0.016,-4.117,1,0,0,1.014,134.593
2329,1,2.881,1.219,-1.663,0.993,0.001,0.011,1.024,89.354
2330,1,2.313,0.093,-2.22,1,0,0,1.099,27.716
2331,1,1.21,0.012,-1.198,1,0,0,1.043,55.461
2332,1,2.135,0.16,-1.975,1,0,0.001,1.105,26.393
2333,1,2.674,0.09,-2.585,1,0,0,1.082,32.439
2334,1,1.433,0.101,-1.332,1,0,0,1.099,27.699
2335,1,2.899,0.013,-2.886,1,0,0,1.023,92.177
2336,1,6.681,0.01,-6.671,1,0,0,1.012,154.264
2337,1,2.745,1.175,-1.57,0.974,0.005,0.065,1.021,99.345
2338,1,1.742,0.095,-1.647,1,0,0,1.067,38.455
2339,1,6.946,1.317,-5.63,0.998,0,0,1.007,213.34
2340,1,2.815,2.815,-0.001,0,0,0,1.011,154.835
2341,1,2.815,2.155,-0.66,0.415,0,0,1.012,150.338
2342,1,0.378,0.924,0.546,0.022,0.962,328.2,1.019,109.073
2343,1,2.68,0.198,-2.482,1,0,0,1.024,89.487
2344,1,1.175,0.014,-1.161,1,0,0,1.061,41.389
2345,1,2.789,0.015,-2.774,1,0,0,1.034,67.746
2346,1,2.873,0.332,-2.541,1,0,0,1.012,153.151
2347,1,1.237,0.008,-1.229,1,0,0,1.061,41.67
2348,1,2.814,0.015,-2.799,1,0,0,1.023,92.397
2349,1,2.812,0.912,-1.9,0.999,0,0.001,1.01,168.511
2350,1,2.835,0.088,-2.747,1,0,0,1.02,102.376
2351,1,2.82,0.183,-2.637,1,0,0,1.007,210.684
2352,1,2.694,0.011,-2.683,1,0,0,1.032,71.197
2353,1,0.919,0.73,-0.188,0.608,0.289,5.324,1.03,73.934
2354,1,2.883,0.42,-2.463,1,0,0,1.014,131.951
2355,1,2.813,0.161,-2.652,1,0,0,1.017,118.744
2356,1,1.123,0.462,-0.661,0.956,0.025,0.333,1.024,89.406
2357,1,2.203,0.592,-1.611,0.986,0.003,0.038,1.01,169.528
2358,1,1.183,0.236,-0.947,0.993,0.004,0.048,1.09,30.055
2359,1,7.124,0.104,-7.02,1,0,0,1.006,234.525
2360,1,2.881,1.214,-1.667,1,0,0,1.011,158.317
2361,1,2.768,0.961,-1.807,0.992,0.002,0.028,1.012,149.507
2362,1,2.81,1.202,-1.608,0.995,0,0.003,1.017,114.754
2363,1,1.702,1.026,-0.676,0.656,0.185,2.967,1.024,89.705
2364,1,7.124,2.816,-4.308,1,0,0,1.004,280.806
2365,1,7.121,1.258,-5.863,1,0,0,1.007,218.376
2366,1,2.723,1.222,-1.501,0.949,0.008,0.101,1.021,98.106
2367,1,2.823,2.81,-0.013,0.005,0,0.001,1.011,163.054
2368,1,2.818,1.186,-1.632,0.999,0,0.001,1.016,124.417
2369,1,1.392,0.165,-1.227,1,0,0,1.044,54.707
2370,1,2.795,0.419,-2.376,1,0,0.002,1.014,137.88
2371,1,3.336,1.029,-2.307,1,0,0,1.009,185.648
2372,1,0.872,2.814,1.942,0,0.981,667.594,0.999,592.036
2373,1,2.82,1.811,-1.008,0.632,0,0,1.014,135.271
2374,1,0.768,0.89,0.122,0.289,0.589,18.772,1.017,117.58
2375,1,0.945,2.902,1.957,0,0.969,404.541,1,477.365
2376,1,2.837,1.362,-1.474,0.913,0,0.002,1.027,82.48
2377,1,2.853,2.802,-0.051,0.017,0,0,1.009,181.035
2378,1,2.81,0.013,-2.797,1,0,0,1.023,93.816
2379,1,1.585,0.15,-1.435,0.999,0.001,0.007,1.101,27.353
2380,1,2.463,0.012,-2.451,1,0,0,1.082,32.365
2381,1,1.437,0.012,-1.425,1,0,0,1.081,32.602
2382,1,2.813,0.939,-1.873,1,0,0,1.008,193.14
2383,1,1.396,0.236,-1.16,0.98,0.013,0.167,1.082,32.467
2384,1,2.829,0.013,-2.816,1,0,0,1.028,78.016
2385,1,2.812,2.815,0.003,0,0.002,0.025,1.011,160.872
2386,1,1.941,0.116,-1.826,1,0,0,1.03,74.195
2387,1,1.65,0.009,-1.641,1,0,0,1.089,30.248
2388,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
2389,1,1.134,0.009,-1.125,1,0,0,1.04,59.496
2390,1,0.858,0.01,-0.848,0.999,0,0.002,1.012,146.864
2391,1,6.584,0.016,-6.568,1,0,0,1.006,221.61
2392,1,2.15,0.015,-2.136,1,0,0,1.083,31.933
2393,1,2.096,0.016,-2.08,1,0,0,1.086,31.173
2394,1,1.139,0.013,-1.126,0.999,0,0.003,1.011,163.364
2395,1,0.826,0.105,-0.722,0.998,0.001,0.01,1.065,39.076
2396,1,2.585,0.017,-2.568,1,0,0,1.067,38.385
2397,1,1.168,0.011,-1.158,1,0,0,1.074,35.117
2398,1,2.358,0.012,-2.346,1,0,0,1.1,27.479
2399,1,2.188,0.014,-2.174,1,0,0,1.019,107.677
2400,1,2.931,0.086,-2.845,1,0,0,1.018,111.39
2401,1,2.758,0.014,-2.744,1,0,0,1.056,44.627
2402,1,1.745,0.105,-1.639,1,0,0.001,1.093,29.194
2403,1,1.373,0.013,-1.359,1,0,0,1.053,46.66
2404,1,2.801,0.013,-2.788,1,0,0,1.024,89.449
2405,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
2406,1,2.585,0.012,-2.573,1,0,0,1.103,26.845
2407,1,6.674,0.01,-6.664,1,0,0,1.014,134.602
2408,1,1.289,0.009,-1.28,1,0,0,1.078,33.911
2409,1,2.795,0.014,-2.781,1,0,0,1.021,98.189
2410,1,2.796,1.181,-1.615,0.993,0,0.006,1.013,139.057
2411,1,2.808,2.811,0.003,0.006,0.014,0.18,1.019,108.03
2412,1,3.045,1.201,-1.844,0.999,0,0,1.011,160.934
2413,1,2.277,1.276,-1.001,0.697,0.136,2.062,1.032,71.527
2414,1,6.049,5.907,-0.142,0.158,0.125,1.862,1.009,187.779
2415,1,1.991,0.104,-1.886,1,0,0.002,1.089,30.358
2416,1,2.814,1.154,-1.661,1,0,0,1.01,173.069
2417,1,2.754,0.119,-2.635,1,0,0,1.029,77.502
2418,1,2.78,0.014,-2.766,1,0,0,1.069,37.209
2419,1,3.05,0.015,-3.036,1,0,0,1.022,97.216
2420,1,1.661,0.011,-1.65,1,0,0,1.087,30.738
2421,1,2.817,0.014,-2.803,1,0,0,1.017,119.29
2422,1,2.37,0.007,-2.363,0.99,0.003,0.037,1.005,260.858
2423,1,2.814,0.013,-2.801,1,0,0,1.021,98.669
2424,1,2.866,0.015,-2.851,1,0,0,1.007,219.713
2425,1,2.809,0.947,-1.862,0.999,0,0.001,1.011,161.009
2426,1,2.402,0.019,-2.382,0.985,0.007,0.086,1.005,258.159
2427,1,1.737,0.009,-1.728,1,0,0,1.068,38.01
2428,1,1.471,0.114,-1.357,1,0,0.002,1.087,30.857
2429,1,2.824,0.015,-2.809,1,0,0,1.012,152.591
2430,1,2.835,0.013,-2.822,1,0,0,1.017,118.948
2431,1,2.074,2.815,0.741,0,0.423,9.579,1.025,87.488
2432,1,1.123,0.008,-1.115,1,0,0,1.032,70.287
2433,1,2.59,0.013,-2.578,1,0,0,1.102,27.136
2434,1,2.808,0.015,-2.793,1,0,0,1.022,94.516
2435,1,2.799,0.2,-2.599,1,0,0,1.014,131.586
2436,1,2.755,0.091,-2.664,1,0,0,1.059,42.46
2437,1,2.823,0.016,-2.806,1,0,0,1.02,103.685
2438,1,2.815,0.016,-2.799,1,0,0,1.019,107.176
2439,1,2.725,0.462,-2.263,0.999,0,0.003,1.015,126.487
2440,1,6.176,0.116,-6.06,1,0,0,1.007,215.533
2441,1,2.704,0.02,-2.684,1,0,0,1.016,123.751
2442,1,2.816,0.013,-2.803,1,0,0,1.021,100.272
2443,1,2.748,0.145,-2.603,1,0,0,1.041,57.702
2444,1,3.724,0.013,-3.71,1,0,0,1.02,104.054
2445,1,1.148,0.01,-1.138,1,0,0,1.093,29.135
2446,1,0.915,0.017,-0.898,1,0,0.002,1.096,28.463
2447,1,0.413,0.01,-0.404,0.985,0.002,0.024,1.007,218.735
2448,1,2.797,0.014,-2.784,1,0,0,1.048,50.714
2449,1,6.949,0.088,-6.861,1,0,0,1.02,102.582
2450,1,2.814,0.02,-2.795,1,0,0,1.009,187.456
2451,1,2.571,0.287,-2.284,1,0,0,1.013,141.901
2452,1,2.814,0.016,-2.797,1,0,0,1.013,141.137
2453,1,7.125,0.462,-6.663,1,0,0,1.006,228.583
2454,1,2.459,0.093,-2.366,1,0,0,1.075,34.943
2455,1,2.438,0.116,-2.322,1,0,0,1.022,96.293
2456,1,6.737,0.507,-6.23,1,0,0,1.007,214.995
2457,1,2.777,0.12,-2.657,1,0,0,1.04,59.045
2458,1,2.812,0.015,-2.797,1,0,0,1.02,104.105
2459,1,3.085,0.085,-2.999,1,0,0,1.009,185.082
2460,1,0.608,0.009,-0.599,0.996,0,0.006,1.01,174.106
2461,1,2.824,0.012,-2.812,1,0,0,1.034,67.123
2462,1,1.266,0.1,-1.166,1,0,0,1.086,31.234
2463,1,0.607,0.013,-0.594,0.994,0.001,0.014,1.009,176.655
2464,1,1.037,0.01,-1.028,1,0,0,1.099,27.71
2465,1,2.105,0.012,-2.093,1,0,0,1.023,92.021
2466,1,0.953,1.151,0.199,0.135,0.671,26.636,1.017,117.278
2467,1,2.79,2.815,0.025,0,0.016,0.208,1.016,123.425
2468,1,0.656,0.011,-0.646,0.992,0.001,0.015,1.007,204.031
2469,1,1.135,0.02,-1.114,0.998,0.001,0.01,1.021,98.831
2470,1,2.988,0.189,-2.799,1,0,0,1.028,79.85
2471,1,1.52,0.098,-1.422,1,0,0,1.092,29.497
2472,1,2.297,0.013,-2.285,1,0,0,1.078,33.933
2473,1,0.553,0.01,-0.543,0.998,0,0.005,1.011,161.396
2474,1,0.044,0.085,0.041,0.122,0.684,28.337,1.01,171.772
2475,1,0.456,0.116,-0.34,0.833,0.056,0.775,1.006,227.403
2476,1,0.431,0.011,-0.42,0.991,0.001,0.017,1.009,186.745
2477,1,0.751,0.951,0.2,0.221,0.664,25.849,1.012,153.827
2478,1,2.856,0.024,-2.832,1,0,0,1.014,134.249
2479,1,4.933,0.12,-4.813,1,0,0,1.005,244.309
2480,1,0.176,0.013,-0.163,0.952,0.009,0.12,1.004,289.792
2481,1,7.263,0.014,-7.25,1,0,0,1.006,226.326
2482,1,6.811,3.18,-3.631,0.844,0.001,0.019,1.006,219.992
2483,1,2.827,0.374,-2.453,1,0,0,1.007,202.909
2484,1,0.723,0.011,-0.711,0.997,0.001,0.007,1.01,174.183
2485,1,0.388,2.287,1.899,0.003,0.985,831.935,1.014,132.047
2486,1,0.436,0.883,0.447,0.087,0.872,88.873,1.022,97.402
2487,1,1.172,0.01,-1.162,1,0,0,1.015,127.139
2488,1,7.125,0.347,-6.778,1,0,0,1.003,304.756
2489,1,0.301,0.099,-0.203,0.518,0.34,6.731,1.003,298.405
2490,1,0.328,0.014,-0.314,0.865,0.055,0.763,1.006,238.375
2491,1,0.993,0.107,-0.886,0.999,0,0.003,1.091,29.634
2492,1,7.112,0.09,-7.021,1,0,0,1.011,157.886
2493,1,2.818,0.124,-2.694,1,0,0,1.011,158.553
2494,1,0.634,0.011,-0.624,0.991,0.001,0.016,1.008,201.981
2495,1,0.246,0.012,-0.234,0.848,0.059,0.818,1.006,229.943
2496,1,2.806,0.087,-2.719,1,0,0,1.019,106.798
